pravila|acesta|iaste pravilaacestaiaste immmmmsimmmmsimmms
boteză|şi|se|rugă|desfeapse-se|ceriul|şi botezăşiserugădesfeapse-seceriulşi immmmsisisimmsimmmmmmmmmmsimmmmsis
deştinse|duhul|sfînt deştinseduhulsfînt immmmmmsimmmsimmms
trup|în|chip|ca trupînchipca immsisimmsis
un|porumb|pri-nsul|şi|glas unporumbpri-nsulşiglas isimmmmsimmmmmmsisimms
den|ceri|fu|grăi|tu|eşti dencerifugrăitueşti imsimmsisimmsisimms
fiiul|mieu|iubit|de|tine|bine|vrui fiiulmieuiubitdetinebinevrui immmsimmsimmmsisimmsimmsimms
în|vreamea|aceaia învreameaaceaia isimmmmmsimmmms
treizeci|de|ani|să|înceapem treizecideanisăînceapem immmmmmsisimsisimmmmmms
acesta|cumu|ne|se|pare|fiiul acestacumuneseparefiiul immmmsimmsisisimmsimmms
lu|iosif|a|lu|ilie|a|lu luiosifaluiliealu isimmmscisimmscis
matan|a|lu matanalu immmscis
levie|a|lu|melhie leviealumelhie immmscisimmmms
a|lu|ioanna|a|lu aluioannaalu cisimmmmscis
iosif|a|lu|mattathie|a|lu iosifalumattathiealu immmscisimmmmmmmscis
amos|a|lu|naum|a|lu|eslim amosalunaumalueslim immscisimmscisimmms
a|lu|nagghei alunagghei cisimmmmms
a|lu|maato|a alumaatoa cisimmmsc
lu|matătatie|a|lu|semie lumatătatiealusemie isimmmmmmmscisimmms
a|lu|iosif|a|lu|iuda aluiosifaluiuda cisimmmscisimms
lu|zorovavel|a luzorovavela isimmmmmmmsc
lu|salatiil|a|lu lusalatiilalu isimmmmmmscis
nirie|a|lu|melhie|a niriealumelhiea immmscisimmmmsc
lu|addie|a|lu|cosam|a luaddiealucosama isimmmscisimmmsc
lu|elmodam|a|lu|irov|a|lu luelmodamaluirovalu isimmmmmscisimmscis
iosie|a|lu iosiealu immmscis
eliezer|a|lu|iorim eliezeraluiorim immmmmscisimmms
a|lu|mattato|a|lu alumattatoalu cisimmmmmscis
levie|a|lu|simeon|a|lu leviealusimeonalu immmscisimmmmscis
a|lu|ioachim aluioachim cisimmmmms
a|lu|maleleil|a alumaleleila cisimmmmmmsc
a|lu|natan|a|lu|david alunatanaludavid cisimmmscisimmms
a|lu|iesei|a|lu|ovid|a aluieseialuovida cisimmmscisimmsc
naason|a|lu|aminadav|a naasonaluaminadava immmmscisimmmmmmsc
lu|aram|a|lu|ioram|a luaramaluiorama isimmscisimmmsc
lu|ezrom|a|lu|fares|a|lu luezromalufaresalu isimmmscisimmmscis
iuda|a|lu iudaalu immscis
a|lu|avraam|a|lu aluavraamalu cisimmmmscis
tara|a|lu|nahoro|a|lu taraalunahoroalu immscisimmmmscis
seruhov|a|lu|ragavov|a|lu|falec seruhovaluragavovalufalec immmmmscisimmmmmscisimmms
a|lu|evero aluevero cisimmms
lu|can|nan|a|lu lucannanalu isimsimscis
arfaxad|a|lu|sim|a|lu arfaxadalusimalu immmmmscisimscis
noe|a|lu|maleh|a|lu|mathusal noealumalehalumathusal imscisimmmscisimmmmmms
a|lu|iared|a aluiareda cisimmmsc
lu|maleleil|a|lu|cain lumaleleilalucain isimmmmmmscisimms
a|lu|enos|a|lu|sit aluenosalusit cisimmscisims
isus|împlu-se|de isusîmplu-sede immsimmmmmmsis
duhul|sfînt|în|vreamea duhulsfîntînvreamea immmsimmmsisimmmmms
aceaia|întoarse-se|isus|de|la aceaiaîntoarse-seisusdela immmmsimmmmmmmmmsimmsisis
iordan|şi|se|duse|cu|duhul iordanşisedusecuduhul immmmsisisimmsisimmms
în|pustie|patruzeci|de|zile|ispitit|era înpustiepatruzecidezileispititera isimmmmsimmmmmmmsisimmsimmmmmsims
de|diavolul|şi dediavolulşi isimmmmmmsis
nu|mîncă|nemică|într-aceale numîncănemicăîntr-aceale isimmmsimmmmsimmmmmmmmms
zile|şi|se|sfîrşiră|iale zileşisesfîrşirăiale immsisisimmmmmmsimms
apoi|flămînzi|şi|zise|lui|diavolul apoiflămînzişiziseluidiavolul immsimmmmmmsisimmsimsimmmmmms
să|eşti|fiiul|lu|dumnezeu|zi|cestor săeştifiiulludumnezeuzicestor isimmsimmmsisimmmmmmsisimmmms
pietri|să|fie pietrisăfie immmmsisims
pită|şi|răspunse|isus pităşirăspunseisus immsisimmmmmmsimms
cătr-însul|grăi|scrisă|iaste|că cătr-însulgrăiscrisăiastecă immmmmmmmsimmsimmmmsimmmsis
nu|cu|pîine|numai|viu|va nucupîinenumaiviuva isisimmmsimmmsimsis
fi|omul|ce|de|toate|cuvintele|domnului fiomulcedetoatecuvinteledomnului isimmsisisimmmsimmmmmmmsimmmmmms
şi|scoase|el şiscoaseel isimmmmsis
diavolul|întru|măgură|înaltă diavolulîntrumăgurăînaltă immmmmmsimmmsimmmmsimmmms
arătă|lui|toată|împărăţiia|lumiei arătăluitoatăîmpărăţiialumiei immmsimsimmmsimmmmmmmmsimmmms
lui|diavolul|ţie|da-voi|putearea|aceasta|toată luidiavolulţieda-voiputeareaaceastatoată imsimmmmmmsimsimmmmsimmmmmmsimmmmmsimmms
şi|slava|lor şislavalor isimmmsims
că|mie|dată|iaste cămiedatăiaste isimsimmsimmms
şi|cui|voi|vrea|da-voi şicuivoivreada-voi isimsimsimmsimmmms
ia|tu|amu|de|te|veri iatuamudeteveri isisimsisisimms
închina|naintea|mea|fie|ție|toate|şi închinanainteameafiețietoateşi immmmmsimmmmmsimsimsimsimmmsis
răspunse|zise|lui răspunseziselui immmmmmsimmsims
isus|du-te|de|la isusdu-tedela immsimmmsisis
mine|satane|scris|amu|iaste minesatanescrisamuiaste immsimmmmsimmmsimsimmms
«închina-te-veri|domnului|dumnezeul|tău|şi|aceluia «închina-te-veridomnuluidumnezeultăuşiaceluia immmmmmmmmmmmmmsimmmmmmsimmmmmmmsimsisimmmmms
unuia|sluji-veri»|şi-l|duse|el|în|ierusalim unuiasluji-veri»şi-lduseelînierusalim immmsimmmmmmmmmsimmsimmsisisimmmmmmms
şi|puse|el şipuseel isimmsis
pre|arepile|beseareciei|şi prearepilebesearecieişi imsimmmmmsimmmmmmmmmsis
zise|lui|să|eşti|fiiul ziseluisăeştifiiul immsimsisimmsimmms
domnului|aruncă-te|de|acolo|jos|scris domnuluiaruncă-tedeacolojosscris immmmmmsimmmmmmmsisimmmsimsimmms
amu|iaste|că|îngerilor|tăi|zis-ai|de amuiastecăîngerilortăizis-aide imsimmmsisimmmmmmmsimsimmmmsis
tine|să|te tinesăte immsisis
cumva|poticneşti|de|piatră|piciorul|tău cumvapoticneştidepiatrăpiciorultău immmsimmmmmmmmsisimmmmsimmmmmmsims
şi|răspunse|zise|lui|isus|că|zis şirăspunseziseluiisuscăzis isimmmmmmsimmsimsimmsisims
iaste|«nu|ispiti iaste«nuispiti immmsimsimmmms
domnul|dumnezeul|tău»|şi domnuldumnezeultău»şi immmmsimmmmmmmsimmsis
sfîrşi|toate|ispitele|diavolului|duse-se sfîrşitoateispitelediavoluluiduse-se immmmsimmmsimmmmmmsimmmmmmmmsimmmmms
de|la|el|pînă|la|vreamia delaelpînălavreamia isisisimmsisimmmmms
şi|se|întoarse|isus|întru|tăriia|duhului şiseîntoarseisusîntrutăriiaduhului isisimmmmmmsimmsimmmsimmmmsimmmmms
în|galilei|şi îngalileişi isimmmmmsis
în|glo|atele|lor|slăvit|era îngloatelelorslăvitera isimsimmmsimsimmmmsims
de|toţi|în|vreamea|acea|vine|isus detoţiînvreameaaceavineisus isimmsisimmmmmsimmsimmsimms
în|nazaret|unde înnazaretunde isimmmmmsimms
era|crescut|şi|întră eracrescutşiîntră imsimmmmmsisimmms
pre|obiceaiul|lui|în|zioa preobiceaiulluiînzioa imsimmmmmmmsimsisimms
de|sîmbătă|în|besearecă|şi|se desîmbătăînbesearecăşise isimmmmmsisimmmmmmmsisis
sculă|ceti|şi|dată|fu|lui|cartea sculăcetişidatăfuluicartea immmsimmsisimmsisimsimmmms
isaiei|prorocul|şi isaieiproroculşi immmmsimmmmmmsis
desfăcu|cartea|află|întru desfăcucarteaaflăîntru immmmmsimmmmsimmsimmms
un|loc|unde|era|scris unlocundeerascris isimsimmsimsimmms
duhul|domnului|pre|mine|derept|aceaia duhuldomnuluipreminedereptaceaia immmsimmmmmmsimsimmsimmmmsimmmms
m-au|uns|bine|să|vestesc|mişeilor|tremesu-m-au m-auunsbinesăvestescmişeilortremesu-m-au immsimsimmsisimmmmmsimmmmmmsimmmmmmmmmms
să|vindec|struncinatele săvindecstruncinatele isimmmmsimmmmmmmmmmms
inimiei|să|spuiu|prinşilor inimieisăspuiuprinşilor immmmmsisimmmsimmmmmmms
lăsăciunea|şi|orbilor|vedeare|să lăsăciuneaşiorbilorvedearesă immmmmmmmsisimmmmmsimmmmmsis
las|frîmţii|întru|slobozie|să|spuneți lasfrîmţiiîntrusloboziesăspuneți imsimmmmmsimmmsimmmmmmsisimmmmms
anul|domnului|iubit|şi|strînse|cartea|deade-o anuldomnuluiiubitşistrînsecarteadeade-o immsimmmmmmsimmmsisimmmmmsimmmmsimmmmms
slugiei|şezu|şi slugieişezuşi immmmmsimmsis
le|era|căuta|pri-nsul|începu leeracăutapri-nsulîncepu isimsimmmsimmmmmmsimmmms
a|grăi|cătr-înşii|că|astăzi|izbîndi-se agrăicătr-înşiicăastăziizbîndi-se cimmsimmmmmmmmsisimmmmsimmmmmmmms
scriptura|aceasta|întru|urechile|voastre|şi|toţi scripturaaceastaîntruurechilevoastreşitoţi immmmmmmsimmmmmsimmmsimmmmmmsimmmmmsisimms
vreamea|aceaia|miră-se|nărodul vreameaaceaiamiră-senărodul immmmmsimmmmsimmmmmsimmmmms
de|cuvinte|dulci|ce|eşiia decuvintedulciceeşiia isimmmmmsimmmsisimmms
den|rostul|lu|isus|şi|grăiră denrostulluisusşigrăiră imsimmmmsisimmsisimmmms
nu|iaste|acesta|fiiul|lu|iosif|şi nuiasteacestafiiulluiosifşi isimmmsimmmmsimmmsisimmmsis
zise|cătr-înşii|toate zisecătr-înşiitoate immsimmmmmmmmsimmms
cîte-mi|ziceţi|pildele|aceastea cîte-miziceţipildeleaceastea immmmmsimmmmsimmmmmsimmmmmms
vraciulu|se|vindecă|însuşi|îte vraciulusevindecăînsuşiîte immmmmmsisimmmmmsimmmmsims
am|auzit|fost-au|în|capernaum|fă amauzitfost-auîncapernaumfă isimmmsimmmmmsisimmmmmmmsis
şi|cicea|în|moşiia|ta|zise|adevăr şiciceaînmoşiiataziseadevăr isimmmsisimmmmsisimmsimmmms
grăesc|voao|că grăescvoaocă immmmsimmsis
nece|un|proroc|priimit neceunprorocpriimit immsisimmmmsimmmmms
adevăr|grăesc|voao|că|multe|văduo adevărgrăescvoaocămultevăduo immmmsimmmmsimmsisimmmsimmms
era|în|zilele|lu|ilie|întru|izraili eraînzileleluilieîntruizraili imsisimmmmsisimmsimmmsimmmmms
cîndu|se|închise cînduseînchise immmsisimmmmms
ceriul|trei|ani|şi ceriultreianişi immmmsimmsimsis
şase|luni|că|fu|foamete şaselunicăfufoamete immsimmsisisimmmmms
mare|prespre|tot|pămîntul|şi|nece mareprespretotpămîntulşinece immsimmmmmsimsimmmmmmsisimms
cătră|unul|de|ei|fu|trimes|ilie cătrăunuldeeifutrimesilie immmsimmsisisisimmmmsimms
fără|în|sarepta fărăînsarepta immsisimmmmms
sidonului|cătră|o|muiare sidonuluicătrăomuiare immmmmmmsimmmscimmmms
văduo|şi|mulţi|stricaţi|era văduoşimulţistricaţiera immmsisimmmsimmmmmmsims
pre|elisei|proroc|întru|izraili|şi preeliseiprorocîntruizrailişi imsimmmmsimmmmsimmmsimmmmmsis
nece|unul|dentr-înşii|se|curăţi|numai|neieman neceunuldentr-înşiisecurăţinumaineieman immsimmsimmmmmmmmmsisimmmmsimmmsimmmmms
sirianinul|şi|se sirianinulşise immmmmmmmsisis
împlură|toţi|de|mînie împlurătoţidemînie immmmmsimmsisimmms
în|gloate|auziră|aceaia|şi îngloateauzirăaceaiaşi isimmmmsimmmmsimmmmsis
se|sculară|scoaseră|el|afară|den sescularăscoaserăelafarăden isimmmmmsimmmmmmsisimmmsims
cetate|şi|duseră|el|pînă|întru|un cetateşiduserăelpînăîntruun immmmsisimmmmsisimmsimmmsis
vîrh|de|munte vîrhdemunte immsisimmms
pri-nsul|o|cetate|a pri-nsulocetatea immmmmmscimmmmsc
lor|era|zidită|să|surpe lorerazidităsăsurpe imsimsimmmmsisimmms
el|el|mearse|pren|mijloc|de elelmearseprenmijlocde isisimmmmsimmsimmmmsis
în|capernaum|cetatea încapernaumcetatea isimmmmmmmsimmmmms
galileiului|şi|era|învăţa galileiuluişieraînvăţa immmmmmmmmsisimsimmmms
ei|într-o|sîmbătă|şi|se eiîntr-osîmbătăşise isimmmmsimmmmmsisis
spămîntară|de|învăţătura|lui|că|cu spămîntarădeînvăţăturaluicăcu immmmmmmmsisimmmmmmmmsimsisis
puteare|era|cuvîntul|lui|şi|în|gloată puteareeracuvîntulluişiîngloată immmmmsimsimmmmmmsimsisisimmmms
era|un|om eraunom imsisis
avea|duh|drac|necurat aveaduhdracnecurat immsimsimmsimmmmms
grăi|lasă|e|e|noao|şi grăilasăeenoaoşi immsimmsccimmsis
ție|isuse|nazareanine|venit-ai|să|pierzi|noi țieisusenazareaninevenit-aisăpierzinoi imsimmmsimmmmmmmmmsimmmmmmsisimmmmsims
ştimu-te|cine|eşti ştimu-tecineeşti immmmmmsimmsimms
sfînt|dumnezeu|şi|opri sfîntdumnezeuşiopri immmsimmmmmmsisimms
lui|isus|grăi|taci|şi luiisusgrăitacişi imsimmsimmsimmsis
eşi|dentr-însul|şi|aruncă|el|dracul eşidentr-însulşiaruncăeldracul imsimmmmmmmmmsisimmmmsisimmmms
el|şi|fu elşifu isisis
teamă|la|toţi|şi teamălatoţişi immmsisimmsis
se|întrebară|unul|la|alalt seîntrebarăunullaalalt isimmmmmmmsimmsisimmms
grăiră|ce|cuvîntu|e|acesta|că grăirăcecuvîntueacestacă immmmsisimmmmmscimmmmsis
cu|puteare|şi|cu|tărie|zise|necuratului cuputeareşicutăriezisenecuratului isimmmmmsisisimmmsimmsimmmmmmmmms
duh|şi|eşi duhşieşi imsisims
şi|ieşi|glas|de şiieşiglasde isimmsimmsis
el|în|toate|locurele|şi elîntoatelocureleşi isisimmmsimmmmmmsis
în|toate|părţile|sculă-se|den|gloată întoatepărţilesculă-sedengloată isimmmsimmmmmsimmmmmmsimsimmmms
lu|simon|soacra lusimonsoacra isimmmsimmmms
lu|simon|era|ţinută lusimoneraţinută isimmmsimsimmmms
de|foc|mare|şi|rugară defocmareşirugară isimsimmsisimmmms
el|de|ia|şi|se|sculă eldeiaşisesculă isisisisisimmms
pri-nsa|opri|focul|şi|o|lăsă|ia pri-nsaoprifoculşiolăsăia immmmmsimmsimmmsiscimmsis
aciia|se|sculă aciiasesculă immmsisimmms
slujiia|lor|apuse|soarele slujiialorapusesoarele immmmmsimsimmmsimmmmms
toţi|cîţi|avea|bolnavi|de toţicîţiaveabolnavide immsimmsimmsimmmmmsis
toate|nevoile|şi|aducea|ei|cătră toatenevoileşiaduceaeicătră immmsimmmmmsisimmmmsisimmms
el|el|la|unul|cui|punea|el elellaunulcuipuneael isisisimmsimsimmmsis
mînile|vindeca-se|el mînilevindeca-seel immmmsimmmmmmmmsis
şi|eşiia|şi|draci şieşiiaşidraci isimmmsisimmms
mulţi|striga|şi|grăiia|că mulţistrigaşigrăiiacă immmsimmmmsisimmmmsis
tu|eşti|hristos|fiiul|lu|dumnezeu tueştihristosfiiulludumnezeu isimmsimmmmmsimmmsisimmmmmms
şi-i|opriia|nu-i|lăsa|ei|să|grăiască şi-iopriianu-ilăsaeisăgrăiască immsimmmmsimmsimmsisisimmmmmms
iaste|hristos|însuşi|fu iastehristosînsuşifu immmsimmmmmsimmmmsis
zio|eşi|duse-se|în|loc zioeşiduse-seînloc imsimsimmmmmsisims
pustii|şi|nărodul|căuta|el|şi pustiişinărodulcăutaelşi immmmsisimmmmmsimmmsisis
vineră|pînă|la|el|şi|ţinea|el vinerăpînălaelşiţineael immmmsimmsisisisimmmsis
să|nu|se sănuse isisis
ducă|dentr-înşii|el|zise ducădentr-înşiielzise immsimmmmmmmmmsisimms
cătr-înşii|că|şi|într-alte|ceătăţi cătr-înşiicăşiîntr-alteceătăţi immmmmmmmsisisimmmmmmmsimmmmms
bine|să|vestesc|mi|se|cade binesăvestescmisecade immsisimmmmmsisisimms
împărăţiia|lu|dumnezeu|că|pre|aceaia|sînt împărăţiialudumnezeucăpreaceaiasînt immmmmmmmsisimmmmmmsisimsimmmmsimms
tremes|şi|era tremesşiera immmmsisims
de|propoveduiia|la|gloatele depropoveduiialagloatele isimmmmmmmmmmsisimmmmmms
lui|nărodul|de|să|fie|să luinăroduldesăfiesă imsimmmmmsisisimsis
auză|cuvîntul|lu|dumnezeu|şi|acela|era auzăcuvîntulludumnezeuşiacelaera immsimmmmmmsisimmmmmmsisimmmsims
de|sta|în destaîn isimsis
vreamea|aceaia|sta|isus vreameaaceaiastaisus immmmmsimmmmsimsimms
pre|ezerul|ghenisarietului|şi|văzu preezerulghenisarietuluişivăzu imsimmmmsimmmmmmmmmmmmmsisimms
doao|corabii|sta|pre|ezer|păscarii doaocorabiistapreezerpăscarii immsimmmmmsimsimsimmsimmmmmms
era|eşiţi|dentr-însele|spăla|mreaja|întră|într-una eraeşiţidentr-înselespălamreajaîntrăîntr-una imsimmmsimmmmmmmmmmsimmmsimmmmsimmmsimmmmmms
rugă|el|de|pămînt|să rugăeldepămîntsă immsisisimmmmsis
o|delunge|puţinel|şi|şezu|învăţa odelungepuţinelşişezuînvăţa cimmmmmsimmmmmsisimmsimmmms
den|corabie|nărodul|ca|stătură|grăi|zise dencorabienărodulcastăturăgrăizise imsimmmmmsimmmmmsisimmmmmsimmsimms
cătră|simon|păsaţi cătrăsimonpăsaţi immmsimmmsimmmms
întru|adînc|şi|aruncaţi întruadîncşiaruncaţi immmsimmmsisimmmmmms
mreaja|voastră|în|vînătoare|şi mreajavoastrăînvînătoareşi immmmsimmmmmsisimmmmmmmsis
răspunse|simon|pătru|zise|lui|învăţătoare răspunsesimonpătruziseluiînvăţătoare immmmmmsimmmsimmmsimmsimsimmmmmmmmms
toată|noaptea|ne-am|muncit|nemică|n-am|prins toatănoapteane-ammuncitnemicăn-amprins immmsimmmmmsimmmsimmmmsimmmmsimmsimmms
arunca-văm|mreaja|şi|aşa arunca-vămmreajaşiaşa immmmmmmmsimmmmsisims
făcură|prinseră|peaşte|mult|rupea-se făcurăprinserăpeaştemultrupea-se immmmsimmmmmmsimmmmsimmsimmmmmms
mreaja|lor|şi|chemară|soţiia-şi|ce mreajalorşichemarăsoţiia-şice immmmsimsisimmmmmsimmmmmmmsis
lor|şi|vineră lorşivineră imsisimmmms
şi|împlură|amîndoao|corabiile şiîmplurăamîndoaocorabiile isimmmmmsimmmmmmsimmmmmmms
văzu|simon|pătru|căzu|cătră|genuchele văzusimonpătrucăzucătrăgenuchele immsimmmsimmmsimmsimmmsimmmmmmms
lu|isus|grăi|eşi|de|la|mine luisusgrăieşidelamine isimmsimmsimsisisimms
că|bărbat|păcătos căbărbatpăcătos isimmmmsimmmmms
sînt|doamne|un|teamătul sîntdoamneunteamătul immsimmmmsisimmmmmms
ajunse|el|şi|toţi|cine ajunseelşitoţicine immmmsisisimmsimms
ce|prinseră|aşijderea|iacov|şi|ioann|feciorii ceprinserăaşijdereaiacovşiioannfeciorii isimmmmmmsimmmmmmmsimmmsisimmmsimmmmmms
lu|zevedei|ce luzevedeice isimmmmmsis
era|soţie|lu|simon erasoţielusimon imsimmmsisimmms
şi|zise|cătră|simon|isus şizisecătrăsimonisus isimmsimmmsimmmsimms
nu|te|teame|de|acmu|vînătoriu nuteteamedeacmuvînătoriu isisimmmsisimmsimmmmmmms
de|oameni|ver|fi|şi|scoaseră|amîndoao deoameniverfişiscoaserăamîndoao isimmmmsimsisisimmmmmmsimmmmmms
corabiile|la|pămînt corabiilelapămînt immmmmmmsisimmmms
lăsară|tot|după|elu lăsarătotdupăelu immmmsimsimmsims
se|duseră|în|vreamea|aceaia seduserăînvreameaaceaia isimmmmsisimmmmmsimmmms
era|isus|întru|una|den|cetăţi eraisusîntruunadencetăţi imsimmsimmmsimsimsimmmms
şi|iată|un|bărbat|plin|de|stricăciune şiiatăunbărbatplindestricăciune isimmsisimmmmsimmsisimmmmmmmmms
şi|văzu|isus şivăzuisus isimmsimms
curăţi|şi|tinse|mîna|pipăi|el curăţişitinsemînapipăiel immmmsisimmmsimmsimmmsis
zise|voiu|curăţeaşte-te|şi|aciia|stricăciu|nea zisevoiucurăţeaşte-teşiaciiastricăciunea immsimmsimmmmmmmmmmmsisimmmsimmmmmmmsims
duse-se|de|la duse-sedela immmmmsisis
lui|nemunuia|să|nu|spui luinemunuiasănuspui imsimmmmmmsisisimms
ce|te|du|de|spune|preoţilor cetedudespunepreoţilor isisisisimmmsimmmmmmms
şi|du|de|curăţiia|ta|cum|au şidudecurăţiiatacumau isisisimmmmmmsisimsis
zis|moisi|întru zismoisiîntru imsimmmsimmms
mărturiia|lui|eşi|mai mărturiialuieşimai immmmmmmsimsimsims
vîrtos|cuvînt|de|el|şi vîrtoscuvîntdeelşi immmmsimmmmsisisis
eşiia|năroade|multe|să|auză|şi eşiianăroademultesăauzăşi immmsimmmmmsimmmsisimmsis
să|se|vindece|de|nevoile|lor|acela săsevindecedenevoileloracela isisimmmmmsisimmmmmsimsimmms
era|de|se eradese imsisis
se|ruga|în|vreamia|aceaia serugaînvreamiaaceaia isimmsisimmmmmsimmmms
pentru|ce|ucenicii|lu|ioann|postesc|pururea pentruceuceniciiluioannpostescpururea immmmsisimmmmmmsisimmmsimmmmmsimmmmms
şi|rugăciuni|fac şirugăciunifac isimmmmmmmsims
ai|tăi|mănîncă|şi|beau aităimănîncăşibeau isimsimmmmmsisimms
el|zise|cătr-înşii|au|doară|pot elzisecătr-înşiiaudoarăpot isimmsimmmmmmmmsisimmmsims
feciorii|nunteei|pînă|e|ginerele|cu|nuşii fecioriinunteeipînăeginerelecunuşii immmmmmsimmmmmsimmscimmmmmmsisimmms
iaste|să|facă iastesăfacă immmsisimms
zilele|cîndu|se|va|lua zilelecîndusevalua immmmsimmmsisisims
de|la|ei|ginerele|şi|atunce delaeiginereleşiatunce isisisimmmmmmsisimmmms
în|pildă|cătr-înşii înpildăcătr-înşii isimmmsimmmmmmmms
nou|să|coasă|la|văşmînt nousăcoasălavăşmînt imsisimmmsisimmmmms
vechi|iară|de|nu|şi|nooa vechiiarădenuşinooa immmsimmsisisisimms
se|va|sparge|şi|veachea|nu|se sevaspargeşiveacheanuse isisimmmmsisimmmmmsisis
va|cunoaşte|ce vacunoaştece isimmmmmmsis
e|den|nooa|şi edennooaşi cimsimmsis
niminea|să|bage|vin|nou nimineasăbagevinnou immmmmsisimmsimsims
în|foi|vechi|că|aimintrea|nu înfoivechicăaimintreanu isimsimmmsisimmmmmmmsis
şi|foii|vor|peri şifoiivorperi isimmsimsimms
ce|vin|nou|în|foi cevinnouînfoi isimsimsisims
noi|să|bagi|şi|amîndoi|se noisăbagişiamîndoise imsisimmsisimmmmmsis
vor|ţepeni|şi|niminea|nu|va|bea vorţepenişinimineanuvabea imsimmmmsisimmmmmsisisims
vechiu|aciia|de vechiuaciiade immmmsimmmsis
amu|«vechiul|iaste|mai|bun» amu«vechiuliastemaibun» imsimmmmmmsimmmsimsimms
vi|în|vreamea|aceaia|mergea|isus viînvreameaaceaiamergeaisus isisimmmmmsimmmmsimmmmsimms
întru|sîmbătă|pren|lăuntrul|semănăturilor|şi|rupea întrusîmbătăprenlăuntrulsemănăturilorşirupea immmsimmmmmsimmsimmmmmmsimmmmmmmmmmmsisimmms
ucenicii|lui|spice uceniciiluispice immmmmmsimsimmms
şi|mînca|freca-le|cu şimîncafreca-lecu isimmmsimmmmmmsis
mînile|neştine|den|farisei|zise mînileneştinedenfariseizise immmmsimmmmmsimsimmmmmsimms
lor|ce|faceţi|ce|nu|se lorcefaceţicenuse imsisimmmmsisisis
cade|a|face|sîmbăta|şi|răspunse|isus cadeafacesîmbătaşirăspunseisus immscimmsimmmmmsisimmmmmmsimms
zise|cătr-înşii|n-aţi zisecătr-înşiin-aţi immsimmmmmmmmsimmms
cetit|aceasta|ce|făcu cetitaceastacefăcu immmsimmmmmsisimms
david|cînd|flămînzi|însuşi|şi davidcîndflămînziînsuşişi immmsimmsimmmmmmsimmmmsis
în|casa|lu|dumnezeu|şi|pîine|nainte încasaludumnezeuşipîinenainte isimmsisimmmmmmsisimmmsimmmms
pusă|luo|şi pusăluoşi immsimsis
mîncă|şi|deade|şi mîncăşideadeşi immmsisimmmsis
celora|ce|era|cu|nusul celoraceeracunusul immmmsisimsisimmms
ce|nu|i|se|cădea|a cenuisecădeaa isiscisimmmsc
mînca|fără|unui|preut|şi|grăi|lor mîncafărăunuipreutşigrăilor immmsimmsimmsimmmsisimmsims
că|domn|iaste cădomniaste isimmsimmms
fiiul|omenesc|şi|sîmbetei fiiulomenescşisîmbetei immmsimmmmmsisimmmmmms
fu|şi|într-altă|sîmbătă|vine fuşiîntr-altăsîmbătăvine isisimmmmmmmsimmmmmsimms
era|aciia|un|om|şi|mîna|lui eraaciiaunomşimînalui imsimmmsisisisimmsims
dereapta|era|uscată dereaptaerauscată immmmmmsimsimmmms
căuta|cărtularii|şi|fariseii căutacărtulariişifariseii immmsimmmmmmmmsisimmmmmms
de-l|va|sîmbăta|vindeca|el de-lvasîmbătavindecael immsisimmmmmsimmmmmsis
să|afle|cuvinte|pri-nsul|el|ştiu săaflecuvintepri-nsulelştiu isimmsimmmmmsimmmmmmsisimms
cugetele|lor|şi|zise|omului|ce|avea cugetelelorşiziseomuluiceavea immmmmmsimsisimmsimmmmsisimms
mînă|uscată|scoală mînăuscatăscoală immsimmmmsimmmms
şi|stă|în|mijloc şistăînmijloc isimsisimmmms
elu|se|sculă|stătu|zise elusesculăstătuzise imsisimmmsimmmsimms
isus|cătr-înşii|întreba-vă-voi|ce|se|cade isuscătr-înşiiîntreba-vă-voicesecade immsimmmmmmmmsimmmmmmmmmmmmsisisimms
întru|sîmbătă|bine|a|face|au|rău întrusîmbătăbineafaceaurău immmsimmmmmsimmscimmsisims
să|faci|sufletul săfacisufletul isimmsimmmmmms
să|mîntueşti|au|să-l sămîntueştiausă-l isimmmmmmmsisimms
pierzi|şi|căută|spre|ei pierzişicăutăspreei immmmsisimmmsimmsis
pre|toţi|zise|lui|tinde|mîna pretoţiziseluitindemîna imsimmsimmsimsimmmsimms
ta|el|făcu|aşa|şi|se|întări taelfăcuaşaşiseîntări isisimmsimsisisimmmms
