pravilaacestaiaste immmmmsimmmmsimmms
oprisufletulşiseopriînsuşi immsimmmmmmsisisimmsimmmms
34şiziseundeaţipuselgrăiră immsimmsimmsimsimsisimmmms
luidoamnevino imsimmmmsimms
şivezi35lăcrămă-seisus isimmsimmmmmmmmmmsimms
36grăirăamujidoviivezicum immmmmmsimsimmmmmsimmsims
iubeaşteel37uniidentr-înşiizisenu immmmmmsisimmmmsimmmmmmmmmsimmsis
poateacestadeşchideochiiorbuluisăfacă immmsimmmmsimmmmmmsimmmsimmmmmsisimms
deaceastasă isimmmmmsis
numoară38isusiară isimmmsimmmmsimms
opriîntrueluşivinecătră immsimmmsimmmsimmsimmms
mormînterapeştereşipiatra isimmmsimsimmmmmsisimmmms
zăceaspri-nsa39grăiisusluaţipiatragrăi immmsimmmmmmsimmmmsimmsimmmsimmmmsimms
luisoramortului imsimmsimmmmmms
marthadoamnecăva immmmsimmmmsisis
puţiapatraziiaste immscimmmsisimmms
40grăieiisusn-amzisţie immmmsisimmsimmsimsims
cădevericreadevedea-verislavalu isisimmsimmmmsimmmmmmmmsimmmsis
dumnezeu41luarăpiatra immmmmmsimmmmmsimmmms
undeeramortulzăcînd immsimsimmmmsimmmms
isusrădicăochiiluisus immsimmmmsimmmsimsims
şizisepărintelaudățiedau isimmsimmmmmsimmmsimsims
cămăauzi42euştiucăpururea isisimmsimmsimmsisimmmmms
asculţiminece immmmmsimmsis
dereptnărodulcestă immmmsimmmmmsisims
împrejurziccacredinţăsă immmmmmsimsisimmmmmmsis
aibăcătum-aitrimes43şi immsisisimmsimmmmsimms
aceastazisecuglasmarestrigălazare immmmmsimmsisimmsimmsimmmmsimmmms
vinoafară44şi immsimmmsimms
eşimortullegatmînile imsimmmmsimmmsimmmms
şipicioareleşifaţalui isimmmmmmmmsisimmsims
cupomisealniclegatăgrăilorisus isimmmmmmmmmsimmmmsimmsimsimms
dezlegaţielşilăsaţisăseducă immmmmmmsisisimmmmsisisimms
45mulţiamuden immmmmsimsims
iudeimerseasecătrămariia immmsimmmmmmsimmmsimmmms
şivăzurăcefăcuisus isimmmmsisimmsimms
crezurăîntruel46uniidentr-înşiiduseră-se immmmmsimmmsisimmmmsimmmmmmmmmsimmmmmmms
cătrăfariseişispuserălorcefăcu immmsimmmmmsisimmmmmsimsisimms
isus47învreamea immsimmsimmmmms
aceaiaadunarăamumai immmmsimmmmmsimsims
mariipreuţişifariseiisăbor immmsimmmmsisimmmmmmsimmms
şigrăirăcesăfacemcă isimmmmsisisimmmsis
omulacestamulteseamneface48de-lvăm immsimmmmsimmmsimmmmsimmsimmmmsims
lăsaelaşa immsisims
toţivorcreadeîntru immsimsimmmmsimmms
elşivorvenirimleanii isisimsimmsimmmmmmms
şivorlualoculşilimba isimsimsimmmsisimmms
noastră49unuloarecinedentr-înşiicaiafamaimare immmmmsimmmmsimmmmmmsimmmmmmmmmsimmmmsimsimms
preotacestaîn immmsimmmmsis
aniiaceiaziselor immsimmmsimmsims
voinuştiţinemic50nece imsisimmmsimmmsimmmms
cugetaţicămaibineiastenoao immmmmmsisimsimmsimmmsimms
unomsămoarădereptoameninu isisisimmmsimmmmsimmmmsis
toatălimbasă immmsimmmsis
piară51aceastadeeluşi immmsimmmmmmmsisimmms
nuzisecemaimare isimmsisimsimms
preotacestaaniiaceloraprorocică immmsimmmmsimmsimmmmmsimmmmmsis
vreaisussămoarădereptoameni52şi immsimmsisimmmsimmmmsimmmmsimms
nunumaiderept isimmmsimmmms
oamenicecaşi immmmsisisis
fecioriiludumnezeurăsipiţisă-i immmmmmsisimmmmmmsimmmmmmsimms
aduneîntr-una53dentr-aceazisfătuirăca immmsimmmmmmsimmmmmmmmmmsisimmmmmmsis
săucigăel54eisusdeaciia isimmmsisimsimmsisimmms
nuaiaveaîmbla isimmmmsimmms
întruiudeicese immmsimmmsisis
dusedeacoloîntruo immsisimmmsimmmsc
parteaproapedeopustiiaîntru immmsimmmmmsiscimmmmmsimmms
ocetateacesechemaefrem cisimmmsisisimmmsimmms
şiaciiaîmbla isimmmsimmms
cuuceniciilui55aproape isimmmmmmsimsimmmmmmms
erapaştileovreeştişise imsimmmmmsimmmmmmsisis
duseasemulţiînierusalimdepre immmmmsimmmsisimmmmmmmsisims
împrejurmaintedepaştidesăse immmmmmsimmmmsisimmmsisisis
curăţească56şicăuta immmmmmmmsimmsimmms
amuisusşigrăiia imsimmsisimmmms
întrueişiînbesearecăstînd immmsimmsisimmmmmmmsimmms
cesevoaoparecăn-are isisimmsimmsisimmms
aveniînpraznic57dedeaseşimai cimmsisimmmmmsimmmmmmmsisims
mariipreuţişi immmsimmmmsis
fariseiizisăde-lva immmmmmsimmsimmsis
ştielcinevaundeva imsisimmmmsimmsis
fisăspuecasăprinză isisimmsisisimmmms
elxii1maintecuşasezilede isimsimmmmmsisimmsimmsis
paştivineisus immmsimmsimms
învithaniiaundeera isimmmmmmmsimmsims
lazarmortceelu-lînvise immmsimmsisimmmsimmmms
denmoarte2făcurăluicinăaciia imsimmmmsimmmmmsimsimmsimmms
şimarthaslujiiaelazareraunul isimmmmsimmmmmscimmmsimsimms
denşezătoricu imsimmmmmmsis
nusul3mariialuoo immmsimmmmmsimsc
litrădemirdenardos immmsisimsisimmmms
mestecatdemultpreţunsepicioarele immmmmmsisimmsimmsimmsimmmmmmmms
luisusşiştearsecupărulei isimmsisimmmmmsisimmmsis
picioareleluicasa immmmmmmmsimsimms
împlu-sedeolmulmirului immmmmmsisimmmsimmmmms
4grăiluiunuldenucenicii immmsimsimmsimsimmmmmms
luiiudaalusimonden imsimmscisimmmsims
iscariotcevreaelsă-lvînză5derep immmmmmsisimmsisimmsimmmsimmmms
cemirulacesta isimmmsimmmms
nuvîndutsăfie isimmmmsisims
latreisutedebani isimmsimmsisimms
şisăsedeamişeilor6aceasta isisisimsimmmmmmsimmmmmms
zisenucăsegrijiiademişei immsisisisimmmmmsisimmms
cecaun isisis
fureraşipungă imsimsisimmms
aveaşiaruncadepurta immsisimmmmsisimmms
7ziseisusnumuncireţiiaden immmsimmsisimmmmmmmsisims
zioadeîngrupătoareameasăpăzeascăel immsisimmmmmmmmmmmsimsisimmmmmmsis
8mişeiiamupururea immmmmsimsimmmmms
aveţicuvoie immmsisimsc
minenupurureaaveţi9înţeleaseră immsisimmmmmsimmmsimmmmmmmmmms
nărodmultdeniudeicăaciia immmsimmsimsimmmsisimmms
iasteşivinerănudereptisusnumai immmsisimmmmsisimmmmsimmsimmms
cecaşi isisis
lazarsăvazăce immmsisimmsis
elu-lînvisedenmoarte10sfătuiră-se immmsimmmmsimsimmmmsimmmmmmmmmmms
maimariipreuţicaşilazar imsimmmsimmmmsisisimmms
săucigă11cămulţidereptelmergea isimmmsimmsimmmsimmmmsisimmmms
iudeişicredea immmsisimmmms
întruisus12adooa immmsimmsimsimms
zidemîneaţanărodmultmersease isimmmmmmmsimmmsimmsimmmmmms
înpraznicauzirăcăisusvine isimmmmmsimmmmsisimmsimms
înierusalim13luarăstîlpăridefinicşi isimmmmmmmsimmmmmsimmmmmmsisimmmsis
eşirăîntimpinatul immmsisimmmmmmmms
luişistrigaosanna imsisimmmmsimmmms
nnablagoslovitvineînnumele imsimmmmmmmmmsimmsisimmmms
domnuluiîmpăratulizraililor14aflăisusun immmmmmsimmmmmmmsimmmmmmmmsimmmmsimmsis
asinşezuspri-nsulcumiastescris15nu immsimmsimmmmmmmsimsimmmsimmmsimms
văteameţifeatele isimmmmmsimmmmms
sionuluiatăîmpăratultău immmmmmsimsimmmmmmmsims
vineşadespremînzişorde immsimmsimmsimmmmmmsis
asin16aceastanuînţeleaserăuceniciilui immsimmmmmmmsisimmmmmmmmmsimmmmmmsims
maintececînduseproslăviisusatunce immmmsisimmmsisimmmmmmsimmsimmmms
pomenirăcăaceaia immmmmmsisimmmms
eradeelscrisă imsisisimmmms
şiaceastafăcurălui17mărturisi isimmmmmsimmmmsimsimmmmmmmmms
nărodulceeracunusulcînd immmmmsisimsisimmmsimms
strigălazardengroapăşi-lînviseel immmmsimmmsimsimmmmsimmsimmmmsis
denmoarte18derept imsimmmmsimmmmmms
aceaia-ltimpinăelnărodul immmmmmsimmmmmsisimmmmms
căauziseelcăfăcuse isimmmmsisisimmmms
acestsemn19învreamiaaceaiasfat immmsimmsimmsimmmmmsimmmmsimms
făcurăfariseiispreisusziserăcătrăeişi immmmsimmmmmmsimmsimmsimmmmsimmmsimms
vedeţicănece immmmsisimms
unfolosiasteată isimmmsimmmsims
lumeadupăelmearge20era immmsimmsisimmmmsimmms
uniidenelinidenceiace immsimsimmmsimsimmsis
merseasesăseînchineînpraznic21aceştea immmmmmsisisimmmmmsisimmmmmsimmmmmmms
amuapropiiară-secătră imsimmmmmmmmmmmsimmms
filippceeraden immmmsisimsims
vithsaidagalileiuluişirugarăel immmmmmmsimmmmmmmmmsisimmmmsis
grăirădoamnevreare-amisussăvedem immmmsimmmmsimmmmmmmsimmsisimmms
22vinefilippşigrăiluandreişi immmmsimmmmsisimmsisimmmmsis
iarăandreişi immsimmmmsis
filippgrăirăluisus immmmsimmmmsisimms
23isusrăspunselorgrăivine immmmsimmmmmmsimsimmsimms
ceasulsăseproslăveascăfiiulomenesc immmmsisisimmmmmmmmmmsimmmsimmmmms
24adevăradevărgrăescvoaodevacădea immmmmmsimmmmsimmmmsimmsisisimmms
grăunţuldegrîu immmmmmsisimms
lapămîntnuva isimmmmsisis
muriacelaunulvafi immsimmmsimmsisis
iarădevamurimultrod immsisisimmsimmsims
vaface25zisedomnulucenicilorluiiubi-va isimmsimmmmsimmmmsimmmmmmmmsimsimmmmms
sufletulluişi immmmmmsimsis
piiarde-l-vaelşiurî-va immmmmmmmmmsisisimmmms
sufletulluiînlumeaaceasta immmmmmsimsisimmmsimmmmms
înviaţadeveacipăzi-l-vael isimmmsisimmmsimmmmmmmsis
26cinevamieslujidupăminesă immmmsisimsimmmsimmsimmsis
vieundesînt imsimmsimms
euaciiaşislugile isimmmsisimmmmms
mealefi-vorcinsti-l-vaelpărintele immmsimmmmsimmmmmmmmmsisimmmmmmms
mieu27acmusufletulmieuturbură-seşi immsimmmmsimmmmmmsimmsimmmmmmmmsis
cevoizice28părintemîntuiaşte-mădeceasul isimsimmsimmmmmmmsimmmmmmmmmmmsisimmmms
acestacederept immmmsisimmmms
aceaiaveniilaceasul immmmsimmmsisimmmms
acestazisedomnulpărinteproslăveaşte immmmsimmsimmmmsimmmmmsimmmmmmmmmms
numeletăuvineglasdenceri immmmsimsimmsimmsimsimms
şiproslăvişiiarăproslăvi29nărodulsta isimmmmmmsisimmsimmmmmmsimmmmmmmsims
şiauzigrăiră isimmsimmmms
tunetfualţiigrăiră immmsisimmmsimmmms
îngerulgrăilui30răspunseisus immmmmsimmsimsimmmmmmmmsimms
şizisenudereptmineglasul isimmsisimmmmsimmsimmmms
acestafucedereptvoi31acmujudeţ immmmsisisimmmmsimsimmmmsimmms
iastelumieiaceştiia immmsimmmmsimmmmmms
acmujudelelumieiaceştiia immsimmmmsimmmmsimmmmmms
scosfuafară32şieu immsisimmmsimmsis
devoifiînălţatdenpămînt isimsisimmmmmsimsimmmms
toţivoitragecătrămine33aceastagrăiia immsimsimmmsimmmsimmsimmmmmmmsimmmms
semnacuce immmsisis
moartevreasămoară immmmsimmsisimmms
34răspunseluinărodulnoiam immmmmmmmsimsimmmmmsimsis
auzitdenleagecăhristoslăcui-va immmsimsimmmsisimmmmmsimmmmmms
înveacişicumtugrăeşticade-se isimmmsisimsisimmmmmsimmmmms
aseînălţa cisimmmms
fiiulomenesccineiaste immmsimmmmmsimmsimmms
acelafiiulomenesc35ziselor immmsimmmsimmmmmsimmmmsims
isusîncăpuţinăvreameluminacu immsimmsimmmmsimmmmsimmmmsis
voiiasteîmblaţipînăluminăaveţica imsimmmsimmmmmsimmsimmmmsimmmsis
untuneareculvoisă immmmmmmmmmsimsis
nuvăprinzăşi isisimmmmsis
îmbla-vorîntruuntunearecnuvor immmmmmmsimmmsimmmmmmmmsisims
ştiundemerg36zisedomnulcătră imsimmsimmsimmmmsimmmmsimmms
ceiacemearserăcătrăeliudeilorpînă immsisimmmmmmsimmmsisimmmmmmsimms
luminăaveţicreadeţi immmmsimmmsimmmmmms
întruluminăcafeciorii immmsimmmmsisimmmmmms
lumieisăfiţiaceastagrăi immmmsisimmsimmmmmsimms
isusşisedusedese immsisisimmsisis
ascunsedentr-înşii37cîteamuseamnefăcunaintea immmmmsimmmmmmmmmsimmmmsimsimmmmsimmsimmmmms
lornucrezură imsisimmmmms
întruel38cacuvîntul immmsisimmsimmmmmms
isaieiproroculuisăseizbîndească immmmsimmmmmmmmsisisimmmmmmmmms
cezisedoamnecinevacreade isimmsimmmmsimmsisimmmms
auzitulnostruşibraţuldomnuluicuise immmmmsimmmmsisimmmmsimmmmmmsimsis
vadescoperi39derept isimmmmmmmsimmmmmms
aceaianuputurăcreade immmmsisimmmmsimmmms
căiarăziceisaia40orbiră isimmsimmsimmmsimmmmmms
ochiilorşiîmpietritălăiaste immmsimsisimmmmmmmmsisimmms
inimalorsănuvazăcuochii immmsimsisisimmsisimmms
necesăînţeleagă immsisimmmmmmms
cuinimaşisă isimmmsisis
seîntoarcăşisăse isimmmmmmsisisis
vindeceei41aceastaziseisaiacînd immmmmsisimmmmmmmsimmsimmmsimms
văzuslavaluişigrăideel immsimmmsimsisimmsisis
42însăamuşi immmmsimsis
denjudecimulţicrezură imsimmmmsimmmsimmmmms
întruelcedereptfariseii immmsisisimmmmsimmmmmms
nuspuneadesănufie isimmmmsisisisims
scoşidenbesearecă43iubirăamuslavaomenească immmsimsimmmmmmmsimmmmmmsimsimmmsimmmmmmms
maivîrtosdecît imsimmmmsimmms
slavaludumnezeu44isus immmsisimmmmmmsimmmms
strigăşizisecreadeţiîntru immmmsisimmsimmmmmmsimmms
mineceîncelacem-au immsisisimmsisimms
trimes45şicinemăveadeveade-lcela immmmsimmsimmsisimmmsimmmmmsimms
cem-autremes isimmsimmmms
46euîntrulumelumină immsimmmsimmsimmmms
veniicatoţicineva immmsisimmsimmsis
creadeîntrumineîntruuntunearecnu immmmsimmmsimmsimmmsimmmmmmmmsis
vafi47şicinevaauzigraiurile isisimmsimmsisimmsimmmmmmms
mealeşinu immmsisis
vacreadeeunu isimmmmsisis
voijudecaluin-amvenit imsimmmmsimsimmsimmms
amusăjudeclumieicesă imsisimmmsimmmmsisis
mîntuesclumea48lepăda-se-vademineşinu immmmmmsimmmsimmmmmmmmmmmmsisimmsisis
vapriimicuvintele isimmmmsimmmmmmms
mealeamajudeca immmsiscimmmms
luicuvîntcegrăescacela imsimmmmsisimmmmsimmms
judeca-voiluiînzileledeapoi immmmmmmmsimsisimmmmsisimms
49căeudenminenugrăescce immsisimsimmsisimmmmsis
celacem-au immsisimms
trimespărinteleaceastăporîncită immmmsimmmmmmmsimmmmmsimmmmmmms
deademiecevoizice immmsimsisimsimms
şicevoigrăi50şiştiu isisimsimmsimmsimms
căporîncitaluiviiaţaveaciloriastece isimmmmmmmsimsimmmmsimmmmmmsimmmsis
amueugrăesc imsisimmmms
cumauzismie imsisimsims
părinteleaşagrăescxiii1în immmmmmmsimsimmmmsimmsims
vreamiaaceaiamaintedeprazniculpaştilor immmmmsimmmmsimmmmsisimmmmmmmsimmmmmms
ştiuisuscă-ivineluiceasulsă immsimmsimmsimmsimsimmmmsis
treacădenlumea immmmsimsimmms
aceastacătrăpărinteleiubi immmmmsimmmsimmmmmmmsimms
ailuicineeraîntru isimsimmsimsimmms
lumepînăînsfîrşitu-iiubiei immsimmsisimmmmmmmmsimmsis
2şicinăfudiavolulîntraseîninima imsimmsisimmmmmmsimmmmmsisimmms
iudeialu immmscis
simondeniscariotca immmsimsimmmmmmsis
elsă-lvînză3ştiiaisus isimmsimmmsimmmmsimms
cătoatededeaseluipărinteleîn isimmmsimmmmmsimsimmmmmmmsis
mînişicădeladumnezeueşi immsisisisisimmmmmmsims
şicătrădumnezeu isimmmsimmmmmms
vine4sculă-sedencină immsimmmmmmmsimsimms
şipuseveşminteleşiluo isimmsimmmmmmmmsisims
pomisealniculîncinse-se5dupăaceaiabăgăapă immmmmmmmmmmsimmmmmmmmsimmmsimmmmsimmsims
înspălătoareşiîncepuaspălapicioarele isimmmmmmmmsisimmmmscimmmsimmmmmmmms
ucenicilorşile immmmmmmmsisis
ştergeacupomisealniculce immmmmsisimmmmmmmmmmmsis
eraîncins6vinecătrăsimon imsimmmmsimmmsimmmsimmms
pătruşigrăiluiaceladoamne immmsisimmsimsimmmsimmmms
tupicioarelemealesăspeli7răspunseisus isimmmmmmmmsimmmsisimmmsimmmmmmmsimms
şiziselui isimmsims
cefaceutu isimsisis
nuştiiacmuînţeleage-veridupă isimmsimmsimmmmmmmmmmmmsimms
aceasta8grăiluipătrunuveri immmmmsimmmsimsimmmsisimms
spălapiciorulmieuînveacirăspunselui immmsimmmmmmsimmsisimmmsimmmmmmsims
isusdenu immsisis
voispălatinenu imsimmmsimmsis
veriaveapartecumine immsimmsimmmsisimms
9grăiluisimonpătrudoamnenu immmsimsimmmsimmmsimmmmsis
picioarelenumaiceşimînileşicapul immmmmmmmsimmmsisisimmmmsisimmms
10grăiluiisus immmmsimsimms
spălatnutrebuiaştinumai immmmsisimmmmmmmmsimmms
picioarelesăspălceiaste immmmmmmmsisimmsisimmms
curattotşivoicuraţisînteţi immmsimsisimsimmmmsimmmmms
cenutoţi11ştiiaamucă-lvînduse isisimmsimmmmmsimsimmsimmmmms
eldereptaceaia isimmmmsimmmms
zisenutoţicuraţi immsisimmsimmmms
sînteţi12învreamiaaceaiae immmmmsimmsimmmmmsimmmmsc
cîndspălăpicioarelelorluo-șiveşmintele immsimmmsimmmmmmmmsimsimmmmsimmmmmmmms
luişezuiarăziselorştiţice imsimmsimmsimmsimsimmmsis
făcuivoao13voi immmsimmsimmms
măstrigaţi«învăţătoriu»şi isimmmmmmsimmmmmmmmmmmsis
«domn»şibinegrăiţisînt immmmsisimmsimmmmsimms
amu14deamueuspălaiale imsimmsimsisimmmmsims
voastrepicioaredomnşiînvăţătoriuşivoi immmmmsimmmmmmsimmsisimmmmmmmmmsisims
datorisînteţiunul immmmsimmmmmsimms
laalaltsăvă isimmmsisis
spălaţipicioarele15chipdauvoao immmmmsimmmmmmmmsimmmmsimsimms
decumfăcuivoaoeuşi isimsimmmsimmsisis
voifaceţi16adevăradevărgrăescvoaonu imsimmmmsimmmmmmsimmmmsimmmmsimmsis
erobulmai cimmmsims
marededomnu-săunece immsisimmmmmmmsimms
apostolulmaimaredecela immmmmmmsimsimmsisimms
cel-autremesel17deveţi isimmsimmmmsisimmsimms
ştiaceastaferecaţisînteţideveţiface imsimmmmmsimmmmmmsimmmmmsisimmsimms
ia18nude isimmsis
toţivoigrăesceu immsimsimmmmsis
ştiuceamalesce immsisisimmsis
cascripturasăseizbîndească«mănîncă isimmmmmmmsisisimmmmmmmmmsimmmmmms
cuminepitărădicăspreminetalpa isimmsimmsimmmmsimmsimmsimmms
lui»19deacmu immsimmsimms
grăescvoaomaintepînă immmmsimmsimmmmsimms
nuvafiiarăcînd isisisimmsimms
vaficredinţăsăaveţică isisimmmmmmsisimmmsis
eusînt20adevăradevărgrăescvoaopriimi-veţi isimmsimmmmmmsimmmmsimmmmsimmsimmmmmmmmms
cinesăaşi immsisims
tremeatemineveţipriimi immmmmmsimmsimmsimmmms
iarăpriimi-veţipriimi-veţicelace immsimmmmmmmmmsimmmmmmmmmsimmsis
m-autremes21aceastaziseisusturbură-se immsimmmmsimmmmmmmsimmsimmsimmmmmmmms
cusufletulşimărturisişiziseadevăr isimmmmmmsisimmmmmmmsisimmsimmmms
adevărgrăescvoao immmmsimmmmsimms
căunuldenvoi isimmsimsims
măvîndu22căutară-seîntruei isimmmsimmmmmmmmmmsimmmsis
uceniciinuseprecepurădecarele immmmmmsisisimmmmmmmsisimmmms
grăeşte23unuldenuceniciiluierade immmmmsimmmmsimsimmmmmmsimsimsis
seplecaseîn isimmmmmsis
poalaluisus24arăta immmsisimmsimmmmms
amuaceluiasimonpătruîntreabă-l imsimmmmmsimmmsimmmsimmmmmmmms
careleamuiastedecarelegrăiaşte immmmsimsimmmsisimmmmsimmmmmms
25căzuacelalapieptulluisusgrăi immmmsimmmsisimmmmmsisimmsimms
luidoamnecine imsimmmmsimms
iaste26răspunseisusacela immmsimmmmmmmmsimmsimmms
iastecuivoiîntingepîinea immmsimsimsimmmmmsimmmms
dei-ovoidaşiîntinse isimsimsisisimmmmms
pîineadeadeiudeialusimonden immmmsimmmsimmmscisimmmsims
iscariot27şidupă immmmmmsimmsimms
pîineatunceîntr-însulsatana immmsimmmmsimmmmmmmmsimmmms
grăiluiisusceveri immsimsimmsisimms
săfacifăcurînd28de isimmsisimmmmsisis
aceastanimeanuînţeleasedenşezătoriderep immmmmsimmmsisimmmmmmmsimsimmmmmmsimmms
ceziselui isimmsims
29uniiamupărea-ledupă immmmsimsimmmmmmsimms
aceaiapungăaveaiudacă immmmsimmmsimmsimmsis
grăiluiisuscumpărăcene immsimsimmsimmmmmsisis
trebuiaştelapraznicsaumişeilorsădea immmmmmmmsisimmmmmsimsimmmmmmsisims
ceva30luoacela immsimmmsimmms
pîineaaciiaeşi31era immmmsimmmsimsimmms
noapteacîndeşişigrăi immmmmsimmsimsisimms
isuszisedomnulucenicilorluiacmu immsimmsimmmmsimmmmmmmmsimsimms
proslăvi-sefiiulomenescşidumnezeuproslăvi-sede immmmmmmmmsimmmsimmmmmsisimmmmmmsimmmmmmmmmsis
el32esă isimsis
dumnezeuproslăvi-sedeel immmmmmsimmmmmmmmmsisis
şidumnezeuproslăvi-vaelîntru isimmmmmmsimmmmmmmmmsisimmms
eluşişiaciiaproslăviel33feciori immmsisimmmsimmmmmmsisimmmmmmms
încăpuţincuvoisîntcăuta-veţimine immsimmmsisimsimmsimmmmmmmmsimms
şicumam isimsis
zisiudeilor–că imsimmmmmmscis
undevoieumeargevoi immsimsisimmmmsims
nuveţiputeaveni–şi isimmsimmmsimmscis
voaogrăescacmu34leagenoaodauvoao immsimmmmsimmsimmmmmsimmsimsimms
săvăiubiţi isisimmmms
unulcualaltcumu immsisimmmsimms
văiubescvoicaşi isimmmmsimsisis
voisăvăiubiţidevoişi imsisisimmmmsisimmms
35deaceastaînţeleage-vortoţicăaimiei immsimmmmmsimmmmmmmmmmmsimmsisisimms
ucenicisînteţide immmmmsimmmmmsis
veţiaveadragosteîntre immsimmsimmmmmmsimmms
voi36grăiluisimonpătru imsimmmmsimsimmmsimmms
doamneundeteveriducerăspunse immmmsimmsisimmsimmsimmmmmms
luiisusundevoieumeargenu imsimmsimmsimsisimmmmsis
veriputeaacmu immsimmmsimms
dupăminesăvii immsimmsisims
apoiverivenidupămine immsimmsimmsimmsimms
37grăiluipătrudoamnepentruce immmmsimsimmmsimmmmsimmmmsis
nuvoiputeaacmudupătinesă isimsimmmsimmsimmsimmsis
viisufletulmieu imsimmmmmmsimms
derepttinepui38răspunse immmmsimmsimsimmmmmmmms
luiisusadevăradevărgrăesc imsimmsimmmmsimmmmsimmmms
ţienuvacîntacîntătoriulpînă imsisisimmmsimmmmmmmmmsimms
teverilepădademinedetrei isimmsimmmmsisimmsisimms
orixiv1zise imsimsimmms
domnulucenicilorluisă immmmsimmmmmmmmsimsis
nusespămînteazeinimilevostre isisimmmmmmmmmsimmmmmsimmmms
creadeţiîntrudumnezeuşiînmine immmmmmsimmmsimmmmmmsisisimms
creadeţi2întrucaselepărinteluiluimieusălaşuri immmmmmsimmmmsimmmmsimmmmmmmmsimsimmsimmmmmms
multesîntiară immmsimmsimms
denuspussă isisimmsis
fievoaoduce-mă-voisăgătesc imsimmsimmmmmmmmmsisimmmms
voaoloc3şidemăvoi immsimsimsisisims
duceşivoigătivoaolociară immsisimsimmsimmsimsimms
voivenişi imsimmsis
lua-voivoicătrămine immmmmsimsimmmsimms
undesînteuşivoi immsimmsisisims
veţifi4şiundeeu immsiscisimmsis
mergştiţișicaleaştiţi5grăilui immsimmmsisimmmsimmmsimmmsims
thomadoamnenu immmsimmmmsis
ştimundemergişi immsimmsimmmsis
cumputemcaleasăştim imsimmmsimmmsisimms
6grăiluiisuseusîntcalea immmsimsimmsisimmsimmms
şiadevărulşiviiaţanimineanuva isimmmmmmsisimmmmsimmmmmsisis
venicătrăpărintele immsimmmsimmmmmmms
numaieu7dem-aţi immmsisimsimmms
fiştiindşipărintelemieu isimmmmsisimmmmmmmsimms
aţifiştiindamuşide imsisimmmmsimsisis
acmucunoaşte-veţielşivedea-veţiel8grăi immsimmmmmmmmmmmsisisimmmmmmmmsisimmms
luifilippdoamne imsimmmmsimmmms
spunenoaopărinteleşi immmsimmsimmmmmmmsis
destuluenoao9grăilui immmmmscimmsimmmsims
isuscîtăvreamiacuvoisînt immsimmsimmmmmsisimsimms
şinucunoscuşiminefilippevăzut-aimine isisimmmmmmmsimmsimmmmmsimmmmmmsimms
vezipărintele10nu immsimmmmmmmsimms
crezicăeuîntru immmsisisimmms
părinteleşipărinteleîntrumine immmmmmmsisimmmmmmmsimmmsimms
iastezisedomnulucenicilorluigrăiţi immmsimmsimmmmsimmmmmmmmsimsimmmms
ceeugrăescvoaodevoinu isisimmmmsimmsisimsis
grăiţipărinteleîntru immmmsimmmmmmmsimmms
minelăcuiaşteacelaface immsimmmmmmmsimmmsimms
lucrul11creadeţimiecumeu immmmsimmmmmmmmsimsimsis
înpărinteleşipărinteleîntrumine isimmmmmmmsisimmmmmmmsimmmsimms
iarădenudecelucrucredinţă-mi immsisisisisimmmsimmmmmmmmms
veţiavea12adevăr immsimmsimmmmmms
adevărgrăescvoaocine immmmsimmmmsimmsimms
vacreadeîntruminelucru isimmmmsimmmsimmsimmms
cefacşiacelavaface isimsisimmmsisimms
şimaimultedeaceasteaface-vacă isimsimmmsisimmmmmmsimmmmmsis
eucătrăpărintele isimmmsimmmmmmms
mieumerg13şice immsimmsimmsis
săaţicearedenumele isimsimmmsisimmmms
mieuaceaiavafacesăse immsimmmmsisimmsisis
proslăveascăpărinteleîntrufiiul14deceveţi immmmmmmmmmsimmmmmmmsimmmsimmmsimmsisimms
ceareîntrunumele immmsimmmsimmmms
mieueuvoiface immsisimsimms
15demăveţiiubiporîncita immsisimmsimmsimmmmmmms
measăpăziţi16şieuruga-voi imsisimmmmsimmsisimmmmmms
părinteleşialtmîngîitoriuda-vavoaosă immmmmmmsisimsimmmmmmmmmsimmmsimmsis
fiecuvoi imsisims
întruveaci17duhadeverit immmsimmmsimmmsimmmmmms
celumeanu-lputupriimi isimmmsimmsimmsimmmms
căn-auvăzutelneceştiu isimmsimmmsisimmsimms
elevoiştiţielcăîntru iscimsimmmsisisimmms
voiaulăcuit imsisimmmms
şiîntruvoiau isimmmsimsis
fost18nuvoilăsavoi immsimmsimsimmsims
săraciveni-voicătrăvoi19încă isimmsimmmmmmsimmmsimsimmmms
puţinelşilumeadeacmunuva immmmmsisimmmsisimmsisis
vedeaminee immmsimmsc
voivedea-mă-veţicăeu imsimmmmmmmmmmmsisis
viuşivoiviiveţi imsisimsimsimms
fi20într-aceaziînţeleage-veţivoică isimmmmmmmmmsisimmmmmmmmmmmmsimsis
euîntrupărintelemieuşivoiîntru isimmmsimmmmmmmsimmsisimsimmms
mineşieu immsisis
întruvoi21zisedomnul immmsimsimmmmsimmmms
ucenicilorluicinevaavea immmmmmmmsimsimmsisimms
porîncitelemealeşilevapăzi immmmmmmmmsimmmsisisisimms
ialeacelamăvaiubiiubitva immsimmmsisisimmsimmmsis
