pravila|acesta|iaste pravilaacestaiaste immmmmsimmmmsimmms
într-una|bărbaţii|lu într-unabărbaţiilu immmmmmsimmmmmmsis
izdrail|şi|aceasta|dzi izdrailşiaceastadzi immmmmsisimmmmmsims
lor|«domnul|dumnedzeul|părinţilor|voştri lor«domnuldumnedzeulpărinţilorvoştri imsimmmmmsimmmmmmmmsimmmmmmmmsimmmms
dumnedzeul|lu|avraam|domnedzeul|lu|isac dumnedzeulluavraamdomnedzeulluisac immmmmmmmsisimmmmsimmmmmmmmsisimms
şi|dumnedzeul|lu|iacov|se-au|ivit|mie şidumnedzeulluiacovse-auivitmie isimmmmmmmmsisimmmsimmmsimmsims
şi|aceasta-au|zis şiaceasta-auzis isimmmmmmmmsims
‘căutat-am|pre|voi|şi ‘căutat-amprevoişi immmmmmmmsimsimsis
am|vădzut|ce|se-au|făcut amvădzutcese-aufăcut isimmmmsisimmmsimmms
pre|voi|în|eghipet’|17şi|am prevoiîneghipet’17şiam imsimsisimmmmmmsimmsis
cananeilor|heteilor|amoreilor|ferezeilor cananeilorheteiloramoreilorferezeilor immmmmmmmsimmmmmmsimmmmmmmsimmmmmmmms
tu|şi|bătrînii tuşibătrînii isisimmmmmms
lu|izdrail|meargeţi|lăuntru luizdrailmeargeţilăuntru isimmmmmsimmmmmmsimmmmms
ziceţi|lui|«domnul|dumnezeul|jidovilor|au ziceţilui«domnuldumnezeuljidovilorau immmmsimsimmmmmsimmmmmmmsimmmmmmmsis
aceaea|cale|îmblet aceaeacaleîmblet immmmsimmsimmmms
de|trei|dzile|în detreidzileîn isimmsimmmsis
pustie|cum|să|facem|jărtvă pustiecumsăfacemjărtvă immmmsimsisimmmsimmmms
domnului|dumnezeului|nostru»|19ce|eu|ştiu domnuluidumnezeuluinostru»19ceeuştiu immmmmmsimmmmmmmmmsimmmmmsimmsisimms
cum|craiul|den|eghipet|nu|va|lăsa cumcraiuldeneghipetnuvalăsa imsimmmmsimsimmmmmsisisimms
pre|voi|fără prevoifără imsimsimms
mînă|putearnică|20să|voiu mînăputearnică20săvoiu immsimmmmmmmmsimmsimms
eu|tinde|afară|mîna|mea eutindeafarămînamea isimmmsimmmsimmsims
şi|voiu|bate|eghipetul|cu|tot şivoiubateeghipetulcutot isimmsimmsimmmmmmmsisims
pre|voi|21şi|voiu|face prevoi21şivoiuface imsimsimmsimmsimms
pre|ceşti|oameni|să|placă|eghipteanilor preceştioamenisăplacăeghipteanilor imsimmmsimmmmsisimmmsimmmmmmmmmmms
cum|cînd|veţi|mearge|afară|nu|meargereţi cumcîndveţimeargeafarănumeargereţi imsimmsimmsimmmmsimmmsisimmmmmmmms
deşerţi|22ce|toată deşerţi22cetoată immmmmsimmsimmms
muiarea|de|la|vecina muiareadelavecina immmmmsisisimmmms
sa|şi|de|la|stăpînă-sa saşidelastăpînă-sa isisisisimmmmmmmms
ceară|vase|de|argint|şi|de cearăvasedeargintşide immmsimmsisimmmmsisis
pre|ficiorii|şi preficioriişi imsimmmmmmsis
pre|featele|voastre|şi prefeatelevoastreşi imsimmmmmsimmmmmsis
1răspunzînd|moisi|zise|nu|vor|creade 1răspunzîndmoisizisenuvorcreade immmmmmmmmsimmmsimmsisimsimmmms
mie|nice|vor|asculta|cuvăntul|mieu|ce mienicevorascultacuvăntulmieuce imsimmsimsimmmmmsimmmmmmsimmsis
vor|zice|aceasta vorziceaceasta imsimmsimmmmms
«domnul|nu|se-au|ivit «domnulnuse-auivit immmmmsisimmmsimms
ţie|2şi|dzise|domnul|lui ţie2şidzisedomnullui imsimsimmmsimmmmsims
ce-ţi|iaste|în|mîna|ta|răspunse ce-ţiiasteînmînatarăspunse immmsimmmsisimmsisimmmmmms
moisi|toiag|3şi|zise|aruncă-l|pre|pămînt moisitoiag3şizisearuncă-lprepămînt immmsimmmsimsimmsimmmmmmsimsimmmms
şi|moisi|fugi|denainte-i|4ce şimoisifugidenainte-i4ce isimmmsimmsimmmmmmmmsims
domnul|dzise|lui|tinde|mîna|ta domnuldziseluitindemînata immmmsimmmsimsimmmsimmsis
şi|prinde|coada|lui|tinse-o|derept|aceaea şiprindecoadaluitinse-odereptaceaea isimmmmsimmmsimsimmmmmsimmmmsimmmms
şi|o|prinse şioprinse iscimmmms
şi|în|mîna|lui şiînmînalui isisimmsims
creade|cum|ţie|se-au|ivit|domnul creadecumţiese-auivitdomnul immmmsimsimsimmmsimmsimmmms
dumnedzeul|tătîni-vostru|domnedzeul|lu|avraam|dumnedzeul|lu dumnedzeultătîni-vostrudomnedzeulluavraamdumnedzeullu immmmmmmmsimmmmmmmmmmmsimmmmmmmmsisimmmmsimmmmmmmmsis
isac|şi|domnedzeul isacşidomnedzeul immsisimmmmmmmms
lu|iacov|6zise|iară luiacov6ziseiară isimmmsimmmsimms
domnul|lui|pune|mîna|în domnulluipunemînaîn immmmsimsimmsimmsis
sănul|tău|şi|o|puse|în sănultăuşiopuseîn immmsimsiscimmsis
săn|şi|iară|o|luo|afară|iaca sănşiiarăoluoafarăiaca imsisimmscimsimmmsimms
era|zgăiboasă|ca erazgăiboasăca imsimmmmmmmsis
pune-o|iară|în|săn|şi pune-oiarăînsănşi immmmsimmsisimsis
iară|o|puse|în|săn|luo-o iarăopuseînsănluo-o immscimmsisimsimmms
afară|şi|iaca|era|ca|şi|alaltă afarăşiiacaeracaşialaltă immmsisimmsimsisisimmmms
peliţă|8să|derept peliţă8săderept immmmsimsimmmms
aceaea|nu|vor|creade aceaeanuvorcreade immmmsisimsimmmms
ţie|nice|cuvîntul|tău|nu ţienicecuvîntultăunu imsimmsimmmmmmsimsis
vor|asculta|pre|un|fapt|de vorascultapreunfaptde imsimmmmmsimsisimmsis
ciudă|creade-vor|cuvîntul|tău|cu|altă|ciudă ciudăcreade-vorcuvîntultăucualtăciudă immmsimmmmmmmmsimmmmmmsimsisimmsimmms
9să|iară|acestor 9săiarăacestor imsimmsimmmmms
creade|nice|cuvăntul|tău|nu creadenicecuvăntultăunu immmmsimmsimmmmmmsimsis
vor|asculta|ia|apă|den|apă vorascultaiaapădenapă imsimmmmmsisimsimsims
aceaea|apă|care-ai aceaeaapăcare-ai immmmsimsimmmmms
luat|den|acea|apă luatdenaceaapă immsimsimmsims
curătoare|fi-va|sînge|pre|cel curătoarefi-vasîngeprecel immmmmmmsimmmsimmmsimsims
pămînt|uscat|10zise|iară|moisi|domnului pămîntuscat10ziseiarămoisidomnului immmmsimmmsimmmmsimmsimmmsimmmmmms
rogu-te|doamne|tot|dentîiu-şi|nu|ş-am|fost rogu-tedoamnetotdentîiu-şinuş-amfost immmmmsimmmmsimsimmmmmmmmsisimmsimms
grăitoriu|frumos|ce grăitoriufrumosce immmmmmmsimmmmsis
de|cînd|grăieşti|cu|sluga decîndgrăieşticusluga isimmsimmmmmmsisimmms
ta|că|grăiesc|cu|greaţă|şi tacăgrăiesccugreaţăşi isisimmmmmsisimmmmsis
am|limbă|grea|11zise|domnul|lui|cine amlimbăgrea11zisedomnulluicine isimmmsimmsimmmmsimmmmsimsimms
au|dat|gura audatgura isimsimms
omului|sau|cine|face omuluisaucineface immmmsimsimmsimms
mutul|sau|surdul|sau|cela mutulsausurdulsaucela immmsimsimmmmsimsimms
eu|cela|ce|sînt|domn|12purceade|derept eucelacesîntdomn12purceadederept isimmsisimmsimmsimmmmmmmmsimmmms
fi|în|gura|ta fiîngurata isisimmsis
şi|voiu|învăţa|pre|tine şivoiuînvăţapretine isimmsimmmmsimsimms
rogu-te|tremeate-l|pre|cine|ţi-e|voia|să-l rogu-tetremeate-lprecineţi-evoiasă-l immmmmsimmmmmmmmsimsimmsimmsimmsimms
tremeţi|14derept|aceea tremeţi14dereptaceea immmmmsimmmmmmsimmms
domnul|vărtos|tare|se domnulvărtostarese immmmsimmmmsimmsis
însă|au|nu|ştiu|eu|cum însăaunuştiueucum immsisisimmsisims
aron|fratele|tău|cine-i|den|sămînţa|lu aronfrateletăucine-idensămînţalu immsimmmmmsimsimmmmsimsimmmmmsis
frumos|şi|iaca|el frumosşiiacael immmmsisimmsis
vine|afară|înaintea|ta|şi vineafarăînainteataşi immsimmmsimmmmmmsisis
cînd|va|pre|tine|vedea|în cîndvapretinevedeaîn immsisimsimmsimmmsis
mare|bucurie|va|fi|15tu|grăiaşte|lui marebucurievafi15tugrăiaştelui immsimmmmmsisisimmsimmmmmmsims
şi|cuvintele|le şicuvintelele isimmmmmmmsis
dă|în|gura|lui dăînguralui isisimmsims
şi|eu|voiu|fi|în şieuvoiufiîn isisimmsisis
gura|ta|şi|în|gura|lui gurataşiînguralui immsisisisimmsims
şi|vă|voiu|învăţa|ce|veţi|face şivăvoiuînvăţaceveţiface isisimmsimmmmsisimmsimms
16şi|el|grăiască 16şielgrăiască immsisimmmmmms
în|locul|tău|oamenilor înlocultăuoamenilor isimmmsimsimmmmmmms
el|fie|gura|ta|şi elfiegurataşi isimsimmsisis
mîna|ta|toiagul|cu|carele|fă|ciude mînatatoiagulcucarelefăciude immsisimmmmmsisimmmmsisimmms
18mearse|moisi|şi 18mearsemoisişi immmmmmsimmmsis
iară|se|înturnă|la iarăseînturnăla immsisimmmmmsis
ietro|la|socru-său|şi|dzise ietrolasocru-săuşidzise immmsisimmmmmmmsisimmms
lui|rogu-te|lasă-mă|cum|iară|să luirogu-telasă-măcumiarăsă imsimmmmmsimmmmmsimsimmsis
merg|la|fraţii|miei|carii|sînt|în merglafraţiimieicariisîntîn immsisimmmmsimmsimmmsimmsis
eghipet|şi|să-i eghipetşisă-i immmmmsisimms
vădz|cum|încă|să-s vădzcumîncăsă-s immsimsimmsimms
vii|zise|ietro|lui|vă viiziseietroluivă imsimmsimmmsimsis
moisi|în|mediian|pasă|şi|vă|iară moisiînmediianpasăşivăiară immmsisimmmmmsimmsisisimms
au|murit|oamenii|carii aumuritoameniicarii isimmmsimmmmmsimmms
20luo|derept|aceea|moisi|muiarea|sa 20luodereptaceeamoisimuiareasa immmsimmmmsimmmsimmmsimmmmmsis
şi|ficiorii|săi|şi|puse|pre|ei şificioriisăişipusepreei isimmmmmmsimsisimmsimsis
pre|asin|şi preasinşi imsimmsis
se|înturnă|în|eghipet seînturnăîneghipet isimmmmmsisimmmmms
purtînd|toiagul|lui|domnedzeu|în purtîndtoiagulluidomnedzeuîn immmmmsimmmmmsimsimmmmmmmsis
moisi|caută|cum|cînd|vei|sosi|în moisicautăcumcîndveisosiîn immmsimmmsimsimmsimsimmsis
eghipet|cum|să eghipetcumsă immmmmsimsis
faci|toate|aceale|ciude facitoateacealeciude immsimmmsimmmmsimmms
carele|am|dat|înaintea|ta careleamdatînainteata immmmsisimsimmmmmmsis
învărtoşa|inima|lui|şi|nu|va|lăsa învărtoşainimaluişinuvalăsa immmmmmmsimmmsimsisisisimms
oamenii|22«şi|aceasta oamenii22«şiaceasta immmmmsimmmsimmmmms
dzi|lui|‘aceasta|dzice dzilui‘aceastadzice imsimsimmmmmmsimmms
domnul|israil|născutul|mieu|de-a domnulisrailnăscutulmieude-a immmmsimmmmsimmmmmmsimmsimms
prima|23dzic|eu|ţie|cum|să prima23dziceuţiecumsă immmsimmmmsisimsimsis
laşi|ficiorul|mieu|cum|să|slujască|mie laşificiorulmieucumsăslujascămie immsimmmmmmsimmsimsisimmmmmmsims
să|nu-l|vei sănu-lvei isimmsims
fi|pre|cale|în|sălaş|vine fiprecaleînsălaşvine isimsimmsisimmmsimms
înaintea|lui|domnedzeu|şi|vru|să-l|omoară înaintealuidomnedzeuşivrusă-lomoară immmmmmsimsimmmmmmmsisimsimmsimmmms
pre|el|25luo preel25luo imsisimmms
derept|aceaea|sifora|o dereptaceaeasiforao immmmsimmmmsimmmmsc
piiatră|foarte|ascuţită|şi|tăie piiatrăfoarteascuţităşităie immmmmsimmmmsimmmmmmsisimms
împregiur|pielceluşa|de|dinainte|ficiorului|său împregiurpielceluşadedinainteficioruluisău immmmmmmsimmmmmmmmsisimmmmmmsimmmmmmmmsims
pre|moisi|după|ce|dzisease premoisidupăcedzisease imsimmmsimmsisimmmmmms
încredinţat|de|sînge|tu|eşti|mie încredinţatdesîngetueştimie immmmmmmmmsisimmmsisimmsims
derept|tăiatul|împregiur|27şi|dzise|domnul|cătră derepttăiatulîmpregiur27şidzisedomnulcătră immmmsimmmmmsimmmmmmmsimmsimmmsimmmmsimmms
aron|vă|înaintea aronvăînaintea immsisimmmmmms
lu|moisi|în|pustie lumoisiînpustie isimmmsisimmmms
carele|purcease|înaintea|lui|în carelepurceaseînaintealuiîn immmmsimmmmmmsimmmmmmsimsis
muntele|lu|dumnedzeu|el|tămpină|şi munteleludumnedzeueltămpinăşi immmmmsisimmmmmmmsisimmmmmsis
aron|toate|cuvintele arontoatecuvintele immsimmmsimmmmmmms
domnului|derept|carele|tremise domnuluidereptcareletremise immmmmmsimmmmsimmmmsimmmmms
porîncise|29şi|vineră|depreună|şi|adunară porîncise29şivinerădepreunăşiadunară immmmmmmsimmsimmmmsimmmmmmsisimmmmms
într-una|toţi|bărbaţii|feciorilor|lu|israil|30şi într-unatoţibărbaţiifeciorilorluisrail30şi immmmmmsimmsimmmmmmsimmmmmmmmsisimmmmsimms
grăi|aron|toate grăiarontoate immsimmsimmms
cuvintele|carele|dzisease|domnul cuvintelecareledziseasedomnul immmmmmmsimmmmsimmmmmmsimmmms
lu|moisi|şi|ciudele|încă lumoisişiciudeleîncă isimmmsisimmmmmsimms
făcu|înaintea|oamenilor|31şi|credzură|oamenii făcuînainteaoamenilor31şicredzurăoamenii immsimmmmmmsimmmmmmmsimmsimmmmmmsimmmmms
şi|audziră|că|au|căutat|domnul|pre şiaudzirăcăaucăutatdomnulpre isimmmmmsisisimmmmsimmmmsims
feciorii|lu|israil fecioriiluisrail immmmmmsisimmmms
şi|încă|au|vădzut şiîncăauvădzut isimmsisimmmms
cap|5|1după|aceastea|întrară|lăuntru cap51dupăaceasteaîntrarălăuntru imscimmmsimmmmmmsimmmmmsimmmmms
moisi|şi|aron|şi|dziseră|lu|faraon moisişiaronşidziserălufaraon immmsisimmsisimmmmmsisimmmms
aceastea|dzice|domnul aceasteadzicedomnul immmmmmsimmmsimmmms
oamenii|miei|cum|să|facă oameniimieicumsăfacă immmmmsimmsimsisimms
jirtvă|mie|în|pustie»|2şi|el jirtvămieînpustie»2şiel immmmsimsisimmmmmsimsis
răspunse|cine|iaste|domnul|cum|să|audz răspunsecineiastedomnulcumsăaudz immmmmmsimmsimmmsimmmmsimsisimms
ştiu|cine|e|domnul|şi ştiucineedomnulşi immsimmscimmmmsis
pre|israil|nu|voiu|lăsa|3ziseră preisrailnuvoiulăsa3ziseră imsimmmmsisimmsimmsimmmmms
domnedzeul|evreilor|au|chiemat|pre|noi|cum domnedzeulevreilorauchiematprenoicum immmmmmmmsimmmmmmsisimmmmmsimsimsims
să|meargem|cale sămeargemcale isimmmmmsimms
pustie|şi|să|facem|jirtvă pustieşisăfacemjirtvă immmmsisisimmmsimmmms
domnului|domnedzeului|nostru|cum|ciuma|sau domnuluidomnedzeuluinostrucumciumasau immmmmmsimmmmmmmmmmsimmmmsimsimmmsims
arma|să|nu|vie|pre|noi|4dzise armasănuvieprenoi4dzise immsisisimsimsimsimmmms
lor|craiul|eghipetului lorcraiuleghipetului imsimmmmsimmmmmmmmms
tu|moisi|şi|aron tumoisişiaron isimmmsisimms
că|ce|trageţi|oamenii|de căcetrageţioameniide isisimmmmmsimmmmmsis
cătră|munca|lor|păsaţi|pre|munca cătrămuncalorpăsaţipremunca immmsimmmsimsimmmmsimsimmms
voastră|5dzise|faraon|acmu|încă-s|mulţi|oameni voastră5dzisefaraonacmuîncă-smulţioameni immmmmsimmmmsimmmmsimmsimmmmsimmmsimmmms
pre|cest|pămînt precestpămînt imsimmsimmmms
şi|încă|aţi|lăsat şiîncăaţilăsat isimmsimsimmms
cu|ei|munca|lor|6porunci cueimuncalor6porunci isisimmmsimsimmmmmms
de|cinste|şi|şpanilor|şi|dzise|7după decinsteşişpanilorşidzise7după isimmmmsisimmmmmmsisimmmsimmms
aceasta|nu|dareţi aceastanudareţi immmmmsisimmmms
pleave|lor|pre|facerea pleavelorprefacerea immmmsimsimsimmmmms
cărămideei|cum|pînă|acmu|ce cărămideeicumpînăacmuce immmmmmmmsimsimmsimmsis
lasă|să|meargă|ei|înşişi|şi lasăsămeargăeiînşişişi immsisimmmmsisimmmmsis
să|adune|pleave|8ce|derept|aceaea|aşa săadunepleave8cedereptaceaeaaşa isimmmsimmmmsimsimmmmsimmmmsims
aruncaţi|pre|ei aruncaţipreei immmmmmsimsis
cum|atîta|să|fie cumatîtasăfie imsimmmsisims
pînă|acmu|făcut|nici|mai|micşurareţi pînăacmufăcutnicimaimicşurareţi immsimmsimmmsimmsimsimmmmmmmmms
că|numai|ce-s|leatnici|şi|derept|aceea cănumaice-sleatnicişidereptaceea isimmmsimmsimmmmmmsisimmmmsimmms
strigă|aceasta|dzicînd strigăaceastadzicînd immmmsimmmmmsimmmmms
jirtvă|domnedzeului|nostru»|9cutrupiţi|pre jirtvădomnedzeuluinostru»9cutrupiţipre immmmsimmmmmmmmmmsimmmmmsimmmmmmmmsims
mincinoase|10mearseră|afară mincinoase10mearserăafară immmmmmmmsimmmmmmmmsimmms
cinste|şi|şpanii|şi|dziseră cinsteşişpaniişidziseră immmmsisimmmmsisimmmmms
oaminilor|aceasta|dzice|faraon|cum|să oaminiloraceastadzicefaraoncumsă immmmmmmsimmmmmsimmmsimmmmsimsis
nu|dea|voao|pleave|11păsaţi|şi|aduceţi nudeavoaopleave11păsaţişiaduceţi isimsimmsimmmmsimmmmmmsisimmmmms
voi|iuo|veţi voiiuoveţi imsimsimms
găsi|ce|derept|aceaea găsicedereptaceaea immsisimmmmsimmmms
munca|voastră|nu|se|va muncavoastrănuseva immmsimmmmmsisisis
mai|împuţina|12împărţiră-se|derept|aceea|oamenii maiîmpuţina12împărţiră-sedereptaceeaoamenii imsimmmmmmsimmmmmmmmmmmmsimmmmsimmmsimmmmms
paie|în|locul paieînlocul immsisimmms
pleavelor|13deregătorii|iară|siliia pleavelor13deregătoriiiarăsiliia immmmmmmsimmmmmmmmmmmsimmsimmmms
pre|ei|dzicînd|aceasta|împleţi preeidzicîndaceastaîmpleţi imsisimmmmmsimmmmmsimmmmms
deplin|munca|dzilelor|voastre|cum|şi deplinmuncadzilelorvoastrecumşi immmmsimmmsimmmmmmsimmmmmsimsis
mai|înainte|cînd|aveaţi|pleave|14şi|ţiitorii maiînaintecîndaveaţipleave14şiţiitorii imsimmmmmsimmsimmmmsimmmmsimmsimmmmmms
de|cinste|dentre decinstedentre isimmmmsimmmms
feciorii|lu|israil|pre fecioriiluisrailpre immmmmmsisimmmmsims
carii|tocmise|şpanii|lu|faraon cariitocmiseşpaniilufaraon immmsimmmmmsimmmmsisimmmms
între|ei|bătură-i|şi|aceasta|dziseră întreeibătură-işiaceastadziseră immmsisimmmmmmsisimmmmmsimmmmms
lor|că|ce|n-aţi|împlut|numărul|cărămidzilor lorcăcen-aţiîmplutnumărulcărămidzilor imsisisimmmsimmmmsimmmmmsimmmmmmmmmms
nice|astădzi|nice niceastădzinice immsimmmmmsimms
ieri|ca|şi|mai iericaşimai immsisisims
nainte|15întrară|lăuntru|derept|aceea nainte15întrarălăuntrudereptaceea immmmsimmmmmmmsimmmmmsimmmmsimmms
ţietorii|de|cinste|carii|era|dentre ţietoriidecinstecariieradentre immmmmmsisimmmmsimmmsimsimmmms
că|ci|faci căcifaci isisimms
16nu|dau|pleve|slugilor|tale 16nudaupleveslugilortale immsimsimmmsimmmmmmsimms
poftesc|şi|iaca|pre|slugile|tale|bat poftescşiiacapreslugiletalebat immmmmsisimmsimsimmmmmsimmsims
şi|oaminii|tăi şioaminiităi isimmmmmsims
fac|strimbătate|17faraon|iară facstrimbătate17faraoniară imsimmmmmmmmmsimmmmmmsimms
dzise|că|set|leatnici|derept dzisecăsetleatniciderept immmsisimsimmmmmmsimmmms
ce|pleave|nu cepleavenu isimmmmsis
vă|vor|da|ce văvordace isimsisis
derept|aceea|daţi|lăuntru|numărul dereptaceeadaţilăuntrunumărul immmmsimmmsimmsimmmmmsimmmmms
cărămidzilor|19şi|vădzură|cei|ţiitori|de cărămidzilor19şivădzurăceiţiitoride immmmmmmmmmsimmsimmmmmsimsimmmmmsis
cinste|carii|era|dentre|feciorii|lu|israil cinstecariieradentrefecioriiluisrail immmmsimmmsimsimmmmsimmmmmmsisimmmms
fu|mai|rău|lucrul fumairăulucrul isimsimsimmmms
prence|că|aceasta|dzicea|nu prencecăaceastadziceanu immmmsisimmmmmsimmmmsis
împuţinareţi|numărul|de|dzi|în|facerea împuţinareţinumăruldedziînfacerea immmmmmmmmmsimmmmmsisimsisimmmmms
cărămidelor|20şi|cînd|ară|fi|ieşind|afară cărămidelor20şicîndarăfiieşindafară immmmmmmmmsimmsimmsimsisimmmmsimmms
de|la|faraon delafaraon isisimmmms
tămpinară|pre|moisi|şi tămpinarăpremoisişi immmmmmmsimsimmmsis
pre|aron|stătură|înaintea|lor prearonstăturăînaintealor imsimmsimmmmmsimmmmmmsims
21şi|dziseră|aceasta|să|vadză|domnul 21şidziserăaceastasăvadzădomnul immsimmmmmsimmmmmsisimmmsimmmms
şi|să|giudece|că|aţi|făcut|împuţită şisăgiudececăaţifăcutîmpuţită isisimmmmmsisimsimmmsimmmmmms
miroseniia|noastră|înaintea miroseniianoastrăînaintea immmmmmmmsimmmmmsimmmmmms
lu|faraon|şi|înaintea lufaraonşiînaintea isimmmmsisimmmmmms
slugilor|lui|şi|aţi|dat slugilorluişiaţidat immmmmmsimsisimsims
noi|să|ne|omoară|22moisi|iară|se noisăneomoară22moisiiarăse imsisisimmmmsimmmmmsimmsis
înturnă|la|domnul înturnăladomnul immmmmsisimmmms
şi|dzise|doamne|că şidzisedoamnecă isimmmsimmmmsis
ci|faci|aşa|rău|cu cifaciaşarăucu isimmsimsimsis
pre|mine|aicea|23că|de|cînd|am premineaicea23cădecîndam imsimmsimmmsimmsisimmsis
întrat|lăuntru|la întratlăuntrula immmmsimmmmmsis
oamenii|tăi|cap|6|1şi|dzise|domnul oameniităicap61şidzisedomnul immmmmsimsimscimsimmmsimmmms
lu|moisi|amu lumoisiamu isimmmsims
vei|vedea|ce|voiu veivedeacevoiu imsimmmsisimms
face|cu|faraon|că|pren facecufaraoncăpren immsisimmmmsisimms
mînă|putearni|că|va|goni|afară mînăputearnicăvagoniafară immsimmmmmmsisisimmsimmms
pre|ei|den|pămîntul|său|cap|6 preeidenpămîntulsăucap6 imsisimsimmmmmmsimsimsc
2şi|grăi|domnul 2şigrăidomnul imsimmsimmmms
cătră|moisi|dzicînd|eu cătrămoisidzicîndeu immmsimmmsimmmmmsis
sînt|domnul|3eu|mă|iviiu sîntdomnul3eumăiviiu immsimmmmsimsisimmms
cela|ce|toate celacetoate immsisimmms
domn|n-am|spus|lor|4legătură domnn-amspuslor4legătură immsimmsimmsimsimmmmmmms
încă|am|făcut|cu|ei|cum încăamfăcutcueicum immsisimmmsisisims
carele|au|fost careleaufost immmmsisimms
audzit|geametul|ficiorilor|lu|izdrail audzitgeametulficiorilorluizdrail immmmsimmmmmmsimmmmmmmmsisimmmmms
cu|carele|eghipteanii|au|călcat|pre cucareleeghipteaniiaucălcatpre isimmmmsimmmmmmmmmsisimmmmsims
6derept|aceaea|dzi 6dereptaceaeadzi immmmmsimmmmsims
feciorilor|lu|israil|aceasta feciorilorluisrailaceasta immmmmmmmsisimmmmsimmmmms
afară|pre|voi|de|supt|robiia afarăprevoidesuptrobiia immmsimsimsisimmsimmmms
eghipteanilor|şi|vă|voiu|slobodzi|den|robiile eghipteanilorşivăvoiuslobodzidenrobiile immmmmmmmmmmsisisimmsimmmmmmsimsimmmmms
voastre|şi|vă voastreşivă immmmmsisis
îm|braţe|întinse|şi|cu îmbraţeîntinseşicu isimmmsimmmmmsisis
voi|să|fiţi|oamenii|miei|şi|voiu voisăfiţioameniimieişivoiu imsisimmsimmmmmsimmsisimms
fi|domnedzeul|vostru fidomnedzeulvostru isimmmmmmmmsimmmms
ce|am|adus|pre ceamaduspre isisimmsims
pre|voi|iară|pre|acela|pămînt prevoiiarăpreacelapămînt imsimsimmsimsimmmsimmmms
avraam|lu|isac|şi avraamluisacşi immmmsisimmsis
lu|iacov|acesta|voiu|da luiacovacestavoiuda isimmmsimmmmsimmsis
voao|să-l|ţineţi|eu-s|cel|domn» voaosă-lţineţieu-sceldomn» immsimmsimmmmsimmsimsimmms
ce|ei|nu ceeinu isisis
ascultară|pre|moisi|derept ascultarăpremoisiderept immmmmmmsimsimmmsimmmms
împresurătura|gemăturiei|şi|mare|slu împresurăturagemăturieişimareslu immmmmmmmmmmsimmmmmmmmsisimmsims
moisi|şi|dzise|11pasă|lăuntru|şi|grăiaşte moisişidzise11pasălăuntruşigrăiaşte immmsisimmmsimmmmsimmmmmsisimmmmmms
lu|faraon|craiului lufaraoncraiului isimmmmsimmmmmms
eghipetului|cum|să|lase eghipetuluicumsălase immmmmmmmmsimsisimms
ficiorii|lu|izdrail|den|pămîntul ficioriiluizdraildenpămîntul immmmmmsisimmmmmsimsimmmmmms
său|12şi|moisi|grăi|domnului|iaca său12şimoisigrăidomnuluiiaca imsimmsimmmsimmsimmmmmmsimms
feciorii|lu|israil|nu|ascultă|pre|mine fecioriiluisrailnuascultăpremine immmmmmsisimmmmsisimmmmmsimsimms
dară|cum|să darăcumsă immsimsis
mă|asculte|faraon|mai măascultefaraonmai isimmmmmsimmmmsims
tare|cîndu-s|cu|usne|netăiate tarecîndu-scuusnenetăiate immsimmmmmsisimmsimmmmmms
şi|lu|aron|şi|deade|poruncă|lor şiluaronşideadeporuncălor isisimmsisimmmsimmmmmsims
israil|şi|cătră|faraon israilşicătrăfaraon immmmsisimmmsimmmms
cătră|craiul|eghipetului|cum|ficiorii cătrăcraiuleghipetuluicumficiorii immmsimmmmsimmmmmmmmmsimsimmmmmms
ducă|afară|14aceastea-s|capetele|de|dinainte|a ducăafară14aceastea-scapetelededinaintea immsimmmsimmmmmmmmmmsimmmmmmsisimmmmmmsc
părinţilor|în|toate părinţilorîntoate immmmmmmmsisimmms
seminţele|lor|feciorii|lu seminţelelorfecioriilu immmmmmmsimsimmmmmmsis
prima|a|lu|israil|enoh|şi primaaluisrailenohşi immmscisimmmmsimmsis
falul|ezron|şi|carmi|aceastea-s|seminţele|lu falulezronşicarmiaceastea-sseminţelelu immmsimmmsisimmmsimmmmmmmmsimmmmmmmsis
ruven|15feciorii|lu ruven15fecioriilu immmsimmmmmmmmsis
şi|ahod|şi|iakhim|şi şiahodşiiakhimşi isimmsisimmmmsis
den|canaan|aceastea-s|seminţele|lu|semeon|16aceastea-s dencanaanaceastea-sseminţelelusemeon16aceastea-s imsimmmmsimmmmmmmmsimmmmmmmsisimmmmsimmmmmmmmmms
numele|ficiorilor|lu numeleficiorilorlu immmmsimmmmmmmmsis
levi|în|seminţele|sale leviînseminţelesale immsisimmmmmmmsimms
gherson|cahat|merari|levi|iară ghersoncahatmerarileviiară immmmmsimmmsimmmmsimmsimms
